record_id,employee_id,year,performance_score,projects_completed,training_hours,attendance_rate_percent,bonus_awarded
66381,13277,2021,3.01,7,33,88.29,No
66382,13277,2022,2.96,6,47,91.25,No
66383,13277,2023,3.29,9,34,88.40,No
66384,13277,2024,3.06,6,24,87.70,Yes
66385,13277,2025,2.86,2,25,88.07,Yes
66386,13278,2021,4.17,3,64,91.39,No
66387,13278,2022,3.91,1,71,90.91,Yes
66388,13278,2023,4.17,5,80,89.29,Yes
66389,13278,2024,3.98,7,65,90.97,No
66390,13278,2025,3.93,8,76,96.16,Yes
66391,13279,2021,3.64,3,81,96.12,No
66392,13279,2022,3.73,2,68,85.37,Yes
66393,13279,2023,3.55,9,75,91.78,Yes
66394,13279,2024,3.63,2,86,95.13,No
66395,13279,2025,3.68,5,90,97.63,Yes
66396,13280,2021,3.56,3,33,99.59,Yes
66397,13280,2022,3.16,7,37,92.21,No
66398,13280,2023,3.51,6,31,96.18,No
66399,13280,2024,3.46,1,34,87.62,Yes
66400,13280,2025,3.10,4,34,90.09,No
66401,13281,2021,3.70,5,72,99.53,Yes
66402,13281,2022,3.47,4,71,91.38,Yes
66403,13281,2023,3.47,4,59,94.42,Yes
66404,13281,2024,4.26,1,63,92.35,Yes
66405,13281,2025,4.06,5,44,87.96,No
66406,13282,2021,4.06,3,42,90.13,No
66407,13282,2022,4.35,3,43,97.69,Yes
66408,13282,2023,4.52,2,62,90.87,Yes
66409,13282,2024,3.97,3,64,87.52,No
66410,13282,2025,3.91,2,42,94.01,Yes
66411,13283,2021,4.07,5,46,99.15,Yes
66412,13283,2022,3.85,3,22,87.21,No
66413,13283,2023,3.84,8,36,99.83,No
66414,13283,2024,3.43,6,26,90.06,No
66415,13283,2025,3.75,1,46,89.17,Yes
66416,13284,2021,2.58,9,64,89.13,No
66417,13284,2022,2.90,6,54,93.72,No
66418,13284,2023,2.98,9,51,87.23,Yes
66419,13284,2024,2.83,3,60,90.73,Yes
66420,13284,2025,2.28,3,47,93.08,Yes
66421,13285,2021,3.56,3,37,92.42,Yes
66422,13285,2022,3.62,1,41,90.46,Yes
66423,13285,2023,3.83,9,34,95.71,Yes
66424,13285,2024,3.54,5,30,90.86,Yes
66425,13285,2025,3.25,4,36,96.73,Yes
66426,13286,2021,3.84,4,35,90.82,No
66427,13286,2022,3.57,5,31,98.12,Yes
66428,13286,2023,3.80,5,24,97.47,Yes
66429,13286,2024,3.32,6,26,94.36,Yes
66430,13286,2025,3.58,7,35,95.12,No
66431,13287,2021,3.80,5,24,89.78,Yes
66432,13287,2022,3.83,7,35,89.97,No
66433,13287,2023,3.65,9,30,96.71,Yes
66434,13287,2024,3.66,6,33,86.63,No
66435,13287,2025,3.49,7,49,96.77,No
66436,13288,2021,4.40,1,89,85.92,Yes
66437,13288,2022,4.37,4,77,93.63,Yes
66438,13288,2023,4.29,3,70,85.97,No
66439,13288,2024,3.98,6,72,98.13,Yes
66440,13288,2025,4.12,3,64,85.99,No
66441,13289,2021,3.50,2,76,99.94,Yes
66442,13289,2022,2.92,1,49,85.07,Yes
66443,13289,2023,3.40,7,63,93.65,Yes
66444,13289,2024,2.99,6,51,87.74,Yes
66445,13289,2025,3.37,2,69,91.60,No
66446,13290,2021,3.06,4,29,86.27,Yes
66447,13290,2022,2.79,9,28,99.95,No
66448,13290,2023,2.76,5,19,90.00,Yes
66449,13290,2024,3.47,10,30,93.50,Yes
66450,13290,2025,2.94,6,37,92.14,No
66451,13291,2021,3.80,3,58,95.48,Yes
66452,13291,2022,4.26,6,46,88.42,Yes
66453,13291,2023,4.48,3,48,94.18,Yes
66454,13291,2024,4.00,1,41,96.91,Yes
66455,13291,2025,4.31,1,57,92.53,No
66456,13292,2021,4.49,8,18,89.79,No
66457,13292,2022,4.04,9,24,89.61,Yes
66458,13292,2023,3.81,9,29,95.88,Yes
66459,13292,2024,3.78,5,16,91.11,Yes
66460,13292,2025,3.80,2,38,90.38,No
66461,13293,2021,3.25,8,24,93.49,Yes
66462,13293,2022,3.40,2,40,94.50,Yes
66463,13293,2023,2.65,10,21,92.78,Yes
66464,13293,2024,2.91,4,41,95.80,No
66465,13293,2025,3.25,4,38,97.35,Yes
66466,13294,2021,3.91,5,58,87.11,No
66467,13294,2022,3.98,8,63,97.39,No
66468,13294,2023,3.59,6,67,97.77,Yes
66469,13294,2024,3.33,7,81,91.57,Yes
66470,13294,2025,3.61,2,64,91.72,Yes
66471,13295,2021,4.43,5,86,86.58,Yes
66472,13295,2022,4.30,1,88,89.24,No
66473,13295,2023,4.65,3,87,86.36,No
66474,13295,2024,4.57,6,71,99.79,No
66475,13295,2025,4.84,7,62,91.29,No
66476,13296,2021,3.79,1,73,92.95,Yes
66477,13296,2022,3.66,6,92,93.01,Yes
66478,13296,2023,3.63,9,80,86.44,No
66479,13296,2024,3.81,7,71,95.47,Yes
66480,13296,2025,3.49,8,92,92.99,No
66481,13297,2021,4.55,6,16,91.85,Yes
66482,13297,2022,4.14,8,20,96.48,No
66483,13297,2023,4.49,7,24,97.70,Yes
66484,13297,2024,4.05,7,11,98.26,No
66485,13297,2025,4.56,1,21,85.14,Yes
66486,13298,2021,3.11,10,44,92.38,Yes
66487,13298,2022,2.98,7,39,86.35,Yes
66488,13298,2023,2.73,4,66,91.74,No
66489,13298,2024,3.16,2,58,92.80,Yes
66490,13298,2025,2.79,9,57,98.48,Yes
66491,13299,2021,3.70,7,32,96.51,Yes
66492,13299,2022,3.42,6,47,92.54,No
66493,13299,2023,3.26,1,34,97.15,Yes
66494,13299,2024,3.49,10,46,89.83,Yes
66495,13299,2025,3.32,8,47,98.46,Yes
66496,13300,2021,2.64,8,69,95.53,No
66497,13300,2022,2.98,3,70,92.92,Yes
66498,13300,2023,2.95,4,76,86.55,Yes
66499,13300,2024,2.68,2,80,93.45,No
66500,13300,2025,2.83,1,74,87.25,Yes
66501,13301,2021,2.71,7,31,92.93,Yes
66502,13301,2022,2.89,6,11,96.18,No
66503,13301,2023,2.95,6,39,95.21,Yes
66504,13301,2024,3.11,6,40,94.65,Yes
66505,13301,2025,2.82,5,10,99.73,Yes
66506,13302,2021,4.18,8,64,94.19,Yes
66507,13302,2022,3.56,4,54,92.67,No
66508,13302,2023,4.23,7,42,85.13,Yes
66509,13302,2024,4.02,9,65,87.72,Yes
66510,13302,2025,4.26,1,53,86.11,No
66511,13303,2021,2.78,9,40,99.26,No
66512,13303,2022,3.11,10,39,85.20,Yes
66513,13303,2023,3.08,4,28,94.90,No
66514,13303,2024,3.07,4,18,86.91,Yes
66515,13303,2025,2.79,6,33,97.65,Yes
66516,13304,2021,3.18,1,92,90.98,No
66517,13304,2022,3.46,8,62,92.77,No
66518,13304,2023,3.18,8,88,87.02,No
66519,13304,2024,3.27,9,83,91.71,Yes
66520,13304,2025,3.22,2,76,87.72,Yes
66521,13305,2021,2.97,10,53,86.26,No
66522,13305,2022,3.10,3,77,96.26,Yes
66523,13305,2023,2.73,9,68,93.70,Yes
66524,13305,2024,3.14,3,63,85.04,Yes
66525,13305,2025,2.92,10,62,88.84,No
66526,13306,2021,4.11,3,100,90.00,Yes
66527,13306,2022,4.10,8,87,86.39,Yes
66528,13306,2023,4.00,6,98,99.97,No
66529,13306,2024,4.43,8,94,87.09,No
66530,13306,2025,3.90,7,97,95.83,Yes
66531,13307,2021,4.29,3,52,99.81,No
66532,13307,2022,4.56,9,29,95.75,No
66533,13307,2023,4.12,8,40,91.42,No
66534,13307,2024,4.00,2,37,86.14,Yes
66535,13307,2025,4.19,4,37,96.70,Yes
66536,13308,2021,4.19,1,51,92.57,No
66537,13308,2022,4.48,5,26,96.97,Yes
66538,13308,2023,4.42,10,34,96.57,No
66539,13308,2024,4.72,10,43,91.43,No
66540,13308,2025,4.77,2,24,99.97,No
66541,13309,2021,3.13,7,37,90.46,No
66542,13309,2022,3.12,7,32,92.15,Yes
66543,13309,2023,2.81,7,62,89.45,Yes
66544,13309,2024,2.46,1,33,87.43,Yes
66545,13309,2025,2.87,8,60,87.57,No
66546,13310,2021,3.68,3,89,93.13,Yes
66547,13310,2022,4.28,4,79,95.10,No
66548,13310,2023,3.83,1,88,89.37,No
66549,13310,2024,4.08,7,78,91.25,No
66550,13310,2025,4.14,9,96,93.08,Yes
66551,13311,2021,3.25,3,39,91.45,Yes
66552,13311,2022,3.12,10,34,92.79,Yes
66553,13311,2023,2.64,5,44,93.24,No
66554,13311,2024,3.31,8,42,87.09,No
66555,13311,2025,3.17,2,52,85.05,No
66556,13312,2021,3.22,9,28,85.44,No
66557,13312,2022,3.15,7,34,96.68,Yes
66558,13312,2023,2.73,10,49,95.90,Yes
66559,13312,2024,2.75,9,30,96.33,No
66560,13312,2025,2.91,10,35,89.51,Yes
66561,13313,2021,4.18,9,73,95.38,Yes
66562,13313,2022,3.71,3,66,91.34,No
66563,13313,2023,4.20,5,88,94.35,No
66564,13313,2024,3.65,7,76,87.97,Yes
66565,13313,2025,4.08,2,86,93.06,No
66566,13314,2021,4.24,8,94,95.62,Yes
66567,13314,2022,4.35,2,79,88.59,No
66568,13314,2023,4.72,7,76,97.77,No
66569,13314,2024,4.40,2,95,90.88,No
66570,13314,2025,4.36,4,72,94.45,Yes
66571,13315,2021,4.88,7,80,90.92,No
66572,13315,2022,4.57,7,67,93.41,Yes
66573,13315,2023,4.37,9,81,86.83,Yes
66574,13315,2024,4.57,9,71,92.19,No
66575,13315,2025,4.90,5,70,97.91,Yes
66576,13316,2021,3.65,6,52,87.08,No
66577,13316,2022,3.90,3,43,91.52,Yes
66578,13316,2023,4.03,4,35,88.76,Yes
66579,13316,2024,3.99,1,34,85.64,Yes
66580,13316,2025,4.23,8,32,92.45,Yes
66581,13317,2021,4.00,10,50,92.90,Yes
66582,13317,2022,3.74,6,22,91.65,No
66583,13317,2023,4.12,7,45,94.64,Yes
66584,13317,2024,3.87,6,26,85.28,Yes
66585,13317,2025,3.97,1,52,86.01,No
66586,13318,2021,3.21,4,71,86.88,No
66587,13318,2022,2.97,8,84,93.73,Yes
66588,13318,2023,3.21,9,74,96.49,No
66589,13318,2024,3.47,7,89,86.75,Yes
66590,13318,2025,3.05,6,84,99.78,No
66591,13319,2021,3.67,8,85,89.73,No
66592,13319,2022,3.09,8,55,98.11,Yes
66593,13319,2023,3.15,9,72,91.88,No
66594,13319,2024,3.10,7,70,88.16,Yes
66595,13319,2025,3.37,4,80,96.57,Yes
66596,13320,2021,4.69,1,75,89.75,Yes
66597,13320,2022,4.44,5,87,87.58,No
66598,13320,2023,4.27,3,79,91.39,No
66599,13320,2024,4.36,5,72,99.42,No
66600,13320,2025,4.40,8,88,91.63,No
66601,13321,2021,3.46,1,51,98.18,No
66602,13321,2022,3.38,8,55,87.65,Yes
66603,13321,2023,3.68,1,37,95.68,No
66604,13321,2024,3.19,9,33,89.59,Yes
66605,13321,2025,3.71,4,35,95.07,Yes
66606,13322,2021,3.26,3,42,98.03,No
66607,13322,2022,3.02,8,47,92.63,No
66608,13322,2023,3.24,10,39,88.46,No
66609,13322,2024,3.44,1,63,86.11,Yes
66610,13322,2025,2.85,3,47,85.02,Yes
66611,13323,2021,2.88,3,70,99.28,No
66612,13323,2022,3.06,8,54,86.77,Yes
66613,13323,2023,2.37,1,46,95.89,Yes
66614,13323,2024,3.08,7,65,93.20,Yes
66615,13323,2025,3.01,1,67,94.28,No
66616,13324,2021,2.97,3,35,89.44,No
66617,13324,2022,3.52,10,43,98.12,Yes
66618,13324,2023,2.83,9,22,98.88,Yes
66619,13324,2024,2.80,2,26,96.01,No
66620,13324,2025,3.05,4,35,93.65,No
66621,13325,2021,3.82,10,76,98.78,No
66622,13325,2022,3.17,10,84,95.38,No
66623,13325,2023,3.79,4,95,93.95,No
66624,13325,2024,3.14,4,80,85.40,Yes
66625,13325,2025,3.56,6,91,98.37,Yes
66626,13326,2021,3.60,10,55,85.62,No
66627,13326,2022,3.68,1,33,94.53,Yes
66628,13326,2023,4.24,4,34,93.02,Yes
66629,13326,2024,4.31,6,46,91.82,Yes
66630,13326,2025,4.16,6,36,98.71,No
66631,13327,2021,2.82,9,69,97.40,Yes
66632,13327,2022,3.09,6,73,87.17,Yes
66633,13327,2023,2.94,4,79,94.84,Yes
66634,13327,2024,2.64,5,76,98.22,No
66635,13327,2025,2.60,1,74,97.62,Yes
66636,13328,2021,3.07,8,77,87.19,No
66637,13328,2022,3.07,5,63,90.20,Yes
66638,13328,2023,3.65,5,68,90.98,No
66639,13328,2024,3.38,6,60,88.22,No
66640,13328,2025,3.50,1,77,97.50,No
66641,13329,2021,2.81,6,74,96.68,No
66642,13329,2022,2.57,8,73,89.49,No
66643,13329,2023,2.61,6,76,89.44,No
66644,13329,2024,2.56,5,63,94.88,No
66645,13329,2025,3.06,9,71,90.11,Yes
66646,13330,2021,4.33,5,19,85.92,Yes
66647,13330,2022,4.02,7,44,99.32,No
66648,13330,2023,3.74,1,33,85.35,No
66649,13330,2024,4.24,9,49,88.45,No
66650,13330,2025,3.93,8,38,97.90,No
66651,13331,2021,4.32,3,53,98.44,Yes
66652,13331,2022,4.00,6,41,96.09,No
66653,13331,2023,3.97,3,36,85.25,No
66654,13331,2024,4.03,9,42,97.56,No
66655,13331,2025,4.36,4,26,97.03,No
66656,13332,2021,4.45,3,50,87.54,Yes
66657,13332,2022,4.09,6,73,95.83,No
66658,13332,2023,4.31,5,71,89.96,Yes
66659,13332,2024,4.49,6,59,94.69,Yes
66660,13332,2025,4.21,6,52,91.48,No
66661,13333,2021,4.73,2,37,99.92,No
66662,13333,2022,4.10,2,48,86.58,No
66663,13333,2023,4.41,6,60,99.17,Yes
66664,13333,2024,4.61,6,62,85.99,Yes
66665,13333,2025,4.68,5,44,85.87,No
66666,13334,2021,3.56,9,86,86.35,No
66667,13334,2022,4.03,5,88,97.44,No
66668,13334,2023,4.08,1,75,98.10,No
66669,13334,2024,3.76,4,84,89.20,No
66670,13334,2025,3.92,2,75,89.13,No
66671,13335,2021,3.76,1,67,97.60,Yes
66672,13335,2022,3.59,10,50,88.08,Yes
66673,13335,2023,3.69,1,56,99.86,No
66674,13335,2024,3.42,10,66,86.30,Yes
66675,13335,2025,3.60,5,50,88.02,Yes
66676,13336,2021,3.56,2,80,99.40,No
66677,13336,2022,3.91,7,64,98.70,Yes
66678,13336,2023,3.31,3,74,96.45,Yes
66679,13336,2024,3.47,4,57,86.33,No
66680,13336,2025,3.90,8,85,95.51,Yes
66681,13337,2021,3.62,6,40,95.41,No
66682,13337,2022,3.63,8,33,96.16,No
66683,13337,2023,3.64,6,32,95.14,Yes
66684,13337,2024,3.53,6,50,85.67,No
66685,13337,2025,3.55,2,25,94.00,No
66686,13338,2021,4.89,9,51,86.61,Yes
66687,13338,2022,4.59,2,62,95.63,Yes
66688,13338,2023,4.67,10,52,92.33,Yes
66689,13338,2024,4.78,1,62,92.11,Yes
66690,13338,2025,4.88,4,66,98.35,No
66691,13339,2021,4.42,5,92,92.06,Yes
66692,13339,2022,4.06,1,84,90.10,Yes
66693,13339,2023,4.75,3,95,85.18,Yes
66694,13339,2024,4.06,3,87,93.68,No
66695,13339,2025,4.51,6,83,96.50,No
66696,13340,2021,4.60,6,82,99.94,No
66697,13340,2022,4.41,10,74,93.80,Yes
66698,13340,2023,4.49,6,71,99.28,Yes
66699,13340,2024,4.29,4,82,91.72,No
66700,13340,2025,4.29,5,87,98.27,Yes
66701,13341,2021,2.79,1,66,99.28,No
66702,13341,2022,2.94,1,72,93.64,No
66703,13341,2023,3.29,5,81,92.32,Yes
66704,13341,2024,3.00,3,94,91.75,Yes
66705,13341,2025,2.75,9,70,89.90,Yes
66706,13342,2021,3.12,7,44,90.35,Yes
66707,13342,2022,3.63,10,38,93.10,Yes
66708,13342,2023,3.65,6,41,92.45,No
66709,13342,2024,3.09,10,42,89.08,Yes
66710,13342,2025,3.19,2,54,87.38,No
66711,13343,2021,3.90,2,38,88.21,Yes
66712,13343,2022,3.73,3,33,90.16,No
66713,13343,2023,3.54,9,26,89.18,Yes
66714,13343,2024,3.49,10,39,96.24,Yes
66715,13343,2025,3.50,3,16,90.73,Yes
66716,13344,2021,3.66,5,50,86.71,No
66717,13344,2022,3.36,6,28,86.54,Yes
66718,13344,2023,3.72,1,58,90.19,Yes
66719,13344,2024,3.10,7,43,90.73,Yes
66720,13344,2025,3.08,8,44,88.98,Yes
66721,13345,2021,4.43,2,35,95.47,No
66722,13345,2022,4.05,1,43,88.24,Yes
66723,13345,2023,4.31,9,55,88.51,No
66724,13345,2024,4.50,9,25,86.55,No
66725,13345,2025,4.20,3,41,99.10,No
66726,13346,2021,3.96,5,59,90.40,No
66727,13346,2022,3.53,10,68,97.83,Yes
66728,13346,2023,3.32,6,82,86.65,No
66729,13346,2024,3.98,6,70,98.15,Yes
66730,13346,2025,3.44,5,83,98.94,No
66731,13347,2021,3.94,2,62,89.04,Yes
66732,13347,2022,4.28,2,65,86.33,No
66733,13347,2023,4.19,7,46,91.53,Yes
66734,13347,2024,4.21,5,52,89.19,Yes
66735,13347,2025,3.93,3,54,90.54,Yes
66736,13348,2021,2.68,10,77,91.55,No
66737,13348,2022,2.68,9,74,96.59,No
66738,13348,2023,3.14,7,50,99.40,Yes
66739,13348,2024,3.08,2,66,92.35,Yes
66740,13348,2025,2.78,5,67,96.33,Yes
66741,13349,2021,4.50,7,38,94.18,Yes
66742,13349,2022,4.37,7,29,96.24,Yes
66743,13349,2023,4.13,3,38,96.83,Yes
66744,13349,2024,4.22,1,14,98.57,Yes
66745,13349,2025,4.52,1,18,95.72,Yes
66746,13350,2021,2.58,3,21,94.28,Yes
66747,13350,2022,2.56,1,26,86.61,No
66748,13350,2023,3.02,5,33,99.70,Yes
66749,13350,2024,2.55,8,35,90.25,No
66750,13350,2025,2.76,9,35,96.91,Yes
66751,13351,2021,3.85,7,56,85.48,Yes
66752,13351,2022,3.80,1,39,87.53,Yes
66753,13351,2023,4.05,5,35,96.35,No
66754,13351,2024,3.60,2,44,89.97,Yes
66755,13351,2025,4.35,2,54,86.12,Yes
66756,13352,2021,4.31,3,79,97.76,No
66757,13352,2022,4.24,9,84,93.42,Yes
66758,13352,2023,4.17,6,65,89.60,No
66759,13352,2024,4.29,3,59,97.40,No
66760,13352,2025,4.02,6,86,99.72,Yes
66761,13353,2021,4.11,8,66,92.03,Yes
66762,13353,2022,4.17,5,88,90.64,No
66763,13353,2023,4.17,4,85,86.59,No
66764,13353,2024,4.45,7,74,89.54,No
66765,13353,2025,3.85,1,77,97.40,No
66766,13354,2021,3.41,8,61,90.98,No
66767,13354,2022,3.72,1,53,89.39,No
66768,13354,2023,3.95,1,32,97.55,Yes
66769,13354,2024,3.35,1,44,91.41,Yes
66770,13354,2025,3.90,9,52,96.24,Yes
66771,13355,2021,3.84,9,47,99.49,No
66772,13355,2022,4.29,8,38,95.48,Yes
66773,13355,2023,4.02,8,50,93.11,Yes
66774,13355,2024,3.91,10,29,95.94,No
66775,13355,2025,4.46,6,27,85.44,Yes
66776,13356,2021,3.50,3,49,87.49,No
66777,13356,2022,2.92,10,74,96.17,Yes
66778,13356,2023,3.10,7,63,89.86,Yes
66779,13356,2024,3.46,5,48,95.92,No
66780,13356,2025,3.10,10,55,98.81,No
66781,13357,2021,3.17,5,91,86.44,No
66782,13357,2022,3.26,2,92,88.37,No
66783,13357,2023,3.39,10,64,86.74,Yes
66784,13357,2024,2.99,4,80,98.79,Yes
66785,13357,2025,3.23,8,75,86.36,Yes
66786,13358,2021,3.64,9,52,99.51,Yes
66787,13358,2022,4.10,1,35,85.04,Yes
66788,13358,2023,3.66,6,45,97.40,Yes
66789,13358,2024,3.66,7,31,86.29,Yes
66790,13358,2025,3.73,7,46,87.93,Yes
66791,13359,2021,3.25,9,64,86.48,No
66792,13359,2022,2.97,6,81,97.92,Yes
66793,13359,2023,3.20,5,65,98.51,No
66794,13359,2024,3.06,3,56,89.23,Yes
66795,13359,2025,3.23,10,70,94.85,No
66796,13360,2021,4.31,7,62,95.46,Yes
66797,13360,2022,4.48,9,74,89.33,Yes
66798,13360,2023,4.77,7,90,88.58,Yes
66799,13360,2024,4.44,10,86,87.96,No
66800,13360,2025,4.83,1,79,85.36,No
66801,13361,2021,3.41,9,32,88.53,Yes
66802,13361,2022,3.39,8,29,85.28,No
66803,13361,2023,3.39,10,37,98.66,Yes
66804,13361,2024,3.41,6,37,96.49,Yes
66805,13361,2025,3.80,9,20,93.10,No
66806,13362,2021,3.11,10,38,91.27,No
66807,13362,2022,3.06,3,18,85.86,Yes
66808,13362,2023,3.07,8,18,94.22,Yes
66809,13362,2024,3.62,10,45,94.29,No
66810,13362,2025,3.41,3,26,99.73,Yes
66811,13363,2021,2.77,6,67,86.62,Yes
66812,13363,2022,2.83,4,43,92.60,No
66813,13363,2023,2.97,5,57,99.68,Yes
66814,13363,2024,3.02,2,59,86.46,Yes
66815,13363,2025,3.30,4,53,97.77,No
66816,13364,2021,4.61,2,53,99.60,No
66817,13364,2022,4.80,8,46,86.78,No
66818,13364,2023,4.46,10,46,98.99,Yes
66819,13364,2024,4.27,9,30,98.71,No
66820,13364,2025,4.84,5,59,95.14,No
66821,13365,2021,2.43,9,51,93.46,Yes
66822,13365,2022,3.17,1,73,85.60,No
66823,13365,2023,2.74,6,77,99.84,Yes
66824,13365,2024,2.93,1,74,90.22,No
66825,13365,2025,2.50,10,53,87.87,Yes
66826,13366,2021,4.31,5,81,86.35,No
66827,13366,2022,4.38,3,66,91.71,Yes
66828,13366,2023,4.31,7,65,94.16,No
66829,13366,2024,4.65,8,65,89.59,Yes
66830,13366,2025,4.60,9,68,96.91,No
66831,13367,2021,4.03,1,22,97.05,No
66832,13367,2022,4.61,3,21,91.76,No
66833,13367,2023,4.70,7,32,89.60,Yes
66834,13367,2024,4.63,7,19,87.78,Yes
66835,13367,2025,3.93,1,22,94.03,Yes
66836,13368,2021,3.73,7,58,96.84,Yes
66837,13368,2022,3.61,3,49,86.03,No
66838,13368,2023,3.87,1,77,92.27,No
66839,13368,2024,3.54,3,52,85.84,Yes
66840,13368,2025,4.09,6,52,90.09,No
66841,13369,2021,2.77,10,34,92.54,No
66842,13369,2022,2.99,6,48,89.20,Yes
66843,13369,2023,2.53,1,52,88.76,No
66844,13369,2024,3.08,3,29,88.26,Yes
66845,13369,2025,3.19,1,37,88.74,No
66846,13370,2021,3.35,6,25,88.71,Yes
66847,13370,2022,3.75,3,30,89.54,Yes
66848,13370,2023,3.71,3,39,87.79,No
66849,13370,2024,3.76,3,45,88.91,No
66850,13370,2025,3.37,7,20,96.56,Yes
66851,13371,2021,4.46,3,64,95.30,Yes
66852,13371,2022,4.33,7,53,98.25,No
66853,13371,2023,4.19,5,61,85.31,No
66854,13371,2024,4.43,7,44,99.90,No
66855,13371,2025,4.37,8,61,88.68,No
66856,13372,2021,4.35,3,36,99.57,Yes
66857,13372,2022,4.46,6,37,99.14,No
66858,13372,2023,4.24,6,54,89.06,No
66859,13372,2024,3.91,1,57,97.81,No
66860,13372,2025,4.50,2,41,87.36,Yes
66861,13373,2021,3.27,10,56,99.18,No
66862,13373,2022,3.93,6,70,96.97,No
66863,13373,2023,3.49,1,59,96.55,No
66864,13373,2024,3.32,2,53,98.94,Yes
66865,13373,2025,3.47,7,62,86.21,No
66866,13374,2021,3.39,4,66,93.23,Yes
66867,13374,2022,3.73,10,66,85.87,Yes
66868,13374,2023,3.31,4,74,98.48,No
66869,13374,2024,3.85,10,66,86.03,Yes
66870,13374,2025,3.77,4,66,89.60,No
66871,13375,2021,4.43,3,23,92.36,Yes
66872,13375,2022,4.33,10,47,93.22,Yes
66873,13375,2023,4.59,2,45,88.03,Yes
66874,13375,2024,4.15,10,20,85.57,No
66875,13375,2025,4.13,7,26,85.38,Yes
66876,13376,2021,3.13,3,30,96.65,No
66877,13376,2022,2.70,9,48,86.63,No
66878,13376,2023,2.95,10,42,99.82,No
66879,13376,2024,2.53,8,31,85.04,Yes
66880,13376,2025,2.56,5,44,97.96,Yes
66881,13377,2021,3.64,10,26,99.48,Yes
66882,13377,2022,3.78,10,16,89.94,No
66883,13377,2023,3.40,2,28,89.72,No
66884,13377,2024,3.99,2,14,98.26,Yes
66885,13377,2025,3.50,7,27,90.09,Yes
66886,13378,2021,3.76,9,64,98.41,Yes
66887,13378,2022,3.71,1,60,92.66,No
66888,13378,2023,4.11,6,60,90.38,No
66889,13378,2024,3.45,2,88,87.77,Yes
66890,13378,2025,3.52,4,78,96.01,Yes
66891,13379,2021,3.38,9,35,98.63,No
66892,13379,2022,3.13,6,35,93.75,No
66893,13379,2023,3.06,5,40,94.20,Yes
66894,13379,2024,3.33,10,36,92.05,Yes
66895,13379,2025,3.09,6,40,92.03,Yes
66896,13380,2021,4.25,2,75,93.94,Yes
66897,13380,2022,4.79,5,80,97.85,No
66898,13380,2023,4.80,8,60,85.60,No
66899,13380,2024,4.20,3,57,92.07,Yes
66900,13380,2025,4.19,3,75,90.51,Yes
66901,13381,2021,3.42,8,54,88.37,Yes
66902,13381,2022,3.34,1,59,94.52,Yes
66903,13381,2023,3.83,6,50,95.92,Yes
66904,13381,2024,3.63,1,50,89.91,No
66905,13381,2025,3.69,6,61,87.29,Yes
66906,13382,2021,2.98,1,62,95.53,Yes
66907,13382,2022,3.15,2,63,88.23,Yes
66908,13382,2023,3.20,1,62,93.87,Yes
66909,13382,2024,2.90,6,54,91.51,No
66910,13382,2025,2.78,1,42,95.31,Yes
66911,13383,2021,3.02,3,77,91.39,No
66912,13383,2022,3.29,2,75,89.22,Yes
66913,13383,2023,2.93,9,85,89.50,No
66914,13383,2024,3.11,9,71,99.22,No
66915,13383,2025,2.76,5,68,99.60,No
66916,13384,2021,2.76,10,52,94.17,Yes
66917,13384,2022,3.06,7,66,95.64,Yes
66918,13384,2023,2.73,8,67,85.08,No
66919,13384,2024,2.61,2,48,92.41,Yes
66920,13384,2025,2.66,7,53,96.30,No
66921,13385,2021,3.37,1,75,93.55,Yes
66922,13385,2022,3.20,5,65,85.15,Yes
66923,13385,2023,3.33,8,59,88.40,Yes
66924,13385,2024,3.84,8,53,86.92,No
66925,13385,2025,3.25,5,70,92.87,Yes
66926,13386,2021,2.90,1,71,85.10,No
66927,13386,2022,2.95,10,61,89.54,Yes
66928,13386,2023,2.85,6,48,98.80,Yes
66929,13386,2024,2.59,5,49,99.18,No
66930,13386,2025,2.85,6,61,90.99,Yes
66931,13387,2021,3.39,1,77,85.04,No
66932,13387,2022,3.65,8,75,94.30,Yes
66933,13387,2023,3.61,7,77,93.15,No
66934,13387,2024,3.19,6,62,90.55,No
66935,13387,2025,3.15,2,85,94.22,No
66936,13388,2021,3.12,5,43,95.20,No
66937,13388,2022,3.28,3,40,99.44,Yes
66938,13388,2023,3.17,7,19,90.99,Yes
66939,13388,2024,2.76,8,24,85.63,Yes
66940,13388,2025,3.15,7,34,85.36,No
66941,13389,2021,3.42,4,69,97.11,Yes
66942,13389,2022,3.20,2,77,96.87,Yes
66943,13389,2023,3.91,10,67,98.80,No
66944,13389,2024,3.36,5,52,97.85,No
66945,13389,2025,3.44,7,58,92.03,Yes
66946,13390,2021,3.07,7,45,85.29,No
66947,13390,2022,3.63,9,39,85.38,Yes
66948,13390,2023,3.37,1,35,85.66,No
66949,13390,2024,3.02,4,61,97.11,Yes
66950,13390,2025,3.19,4,45,99.51,Yes
66951,13391,2021,3.04,5,37,97.99,Yes
66952,13391,2022,2.92,6,19,94.71,Yes
66953,13391,2023,2.70,6,13,97.40,Yes
66954,13391,2024,2.93,7,34,85.05,No
66955,13391,2025,3.15,4,26,85.35,Yes
66956,13392,2021,2.77,7,44,94.50,Yes
66957,13392,2022,2.47,9,48,88.16,No
66958,13392,2023,2.73,1,33,90.31,No
66959,13392,2024,3.05,5,44,89.97,Yes
